,acc,site,main_class,sub_class_1,sub_class_all,binding_sites,area_a2,alpha_seeds,beta_seeds,hydrophobicity,pdbs
1372,O15118,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],"['3GKH', '3GKI', '3GKJ', '3JD8', '5F18', '5F1B', '5HNS', '5JNX', '5KWY', '5U73', '5U74', '6UOX', '6W5R', '6W5S', '6W5T', '6W5U', '6W5V', '8EUS']"
1373,Q9UHC9,1,Unclassified,Unclassified,Unclassified,[375],[1125.8444143971315],[102],[210],[16.2],"['3QNT', '7DF8', '7DFW', '7DFZ', '7N4U', '7N4V', '7N4X']"
1374,Q9GZQ6,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
1375,Q9Y5X5,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
1376,O60500,8,Unclassified,Unclassified,Unclassified,"[976, 864, 167, 666, 696, 569, 375, 362]","[926.8221926865488, 2970.091171375603, 1090.6632308882645, 2053.102939396679, 965.8496940158662, 2565.0970207984674, 714.0085731521795, 1054.4608358415085]","[3, 427, 733, 131, 52, 1864, 13, 214]","[470, 1904, 1530, 584, 610, 885, 262, 1458]","[-3.4, 18.3, 7.2, 23.9, -7.1, 9.2, 1.19999, 18.0999]",['4ZRT']
1377,Q6W5P4,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
1378,Q14916,0,Transporters,SLC,SLC;MFS;SLC17,[],[],[],[],[],[]
1379,Q06495,0,Transporters,SLC,SLC;Other;SLC34,[],[],[],[],[],[]
1380,O95436,1,Transporters,SLC,SLC;Other;SLC34,[354],[1054.0925713693375],[36],[367],[44.0],[]
1381,Q8N130,0,Transporters,SLC,SLC;Other;SLC34,[],[],[],[],[],[]
1382,Q9Y639,3,Unclassified,Unclassified,Unclassified,"[166, 289, 78]","[1081.310981054189, 998.0692477095716, 706.2085027995444]","[660, 451, 149]","[3843, 1904, 388]","[8.7, 11.8999, -12.499]",['6A69']
1383,P25929,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['5ZBQ', '7VGX', '7X9A']"
1384,P49146,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['7X9B', '7YON', '7YOO']"
1385,P50391,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],['7X9C']
1386,Q15761,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
1387,Q99463,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
1388,Q68D85,1,Unclassified,Unclassified,Unclassified,[113],[6179.3283264868305],[91],[273],[-43.5],"['3PV6', '3PV7', '4ZSO', '6YJP']"
1389,P49279,0,Transporters,SLC,SLC;Other;SLC11,[],[],[],[],[],[]
1390,P49281,0,Transporters,SLC,SLC;Other;SLC11,[],[],[],[],[],"['5F0L', '5F0M', '5F0P', '7BLO', '7BLQ']"
1391,Q92823,5,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[798, 870, 915, 287, 163]","[733.4240036023091, 4350.254104546891, 615.8132466274193, 5305.500923356889, 783.3431351659611]","[5, 1, 67, 0, 76]","[164, 1, 315, 2, 2472]","[23.2, 6.19999, 9.5, -18.2, 17.0]","['1UEN', '1UEY']"
1392,Q02297,2,Unclassified,Unclassified,Unclassified,"[210, 69]","[1514.4786242679609, 1432.3878386022975]","[0, 24]","[4, 104]","[7.9, -18.6]","['1HAE', '1HAF', '1HRE', '1HRF', '3U7U', '7MN5', '7MN6', '7MN8', '7SJL']"
1393,O14511,4,Unclassified,Unclassified,Unclassified,"[370, 170, 214, 181]","[1519.1004500527147, 1580.7276380896897, 1170.5112684651153, 1372.0841919147515]","[18, 702, 98, 361]","[53, 541, 991, 54]","[3.09999, 6.09999, 5.0, 9.9]",[]
1394,Q8WWG1,1,Unclassified,Unclassified,Unclassified,[35],[1753.474509687915],[1232],[1467],[2.1],[]
1395,Q496H8,2,Unmatched,Unmatched,Unmatched,"[156, 76]","[1420.4994314396017, 2446.0153391150916]","[4, 213]","[61, 505]","[26.0, 18.4]",[]
1396,Q9NPD7,2,Unmatched,Unmatched,Unmatched,"[34, 133]","[4963.589565412895, 1192.5786297509144]","[148, 35]","[193, 104]","[58.4999, 18.5]",[]
1397,O14786,4,Receptors,Other_receptors,Other_receptors;Neuropilin,"[337, 113, 441, 648]","[2668.636545492834, 821.5972617111729, 1696.138116654231, 958.694425859107]","[16, 0, 144, 0]","[325, 0, 46, 1]","[6.89999, -4.8999, 0.99999, -3.8]","['1KEX', '2QQI', '2QQM', '2QQN', '3I97', '4DEQ', '4RN5', '5C7G', '5IJR', '5IYY', '5J1X', '5JGI', '5JGQ', '5JHK', '5L73', '6FMC', '6FMF', '6TKK', '7JJC', '7O1N', '7P5U']"
1398,O60462,2,Receptors,Other_receptors,Other_receptors;Neuropilin,"[425, 222]","[3241.854643874387, 2835.0455448006514]","[44, 300]","[103, 91]","[1.39999, -11.1]","['2QQJ', '2QQK', '2QQL', '2QQO', '4QDQ', '4QDR', '4QDS', '5DN2', '5DQ0', '6GH8', '6TDB', '6TJT', '7M22', '7T4S']"
1399,Q9ULB1,5,Receptors,Other_receptors,Other_receptors;Neurexin,"[1151, 635, 196, 147, 397]","[1980.6665394511576, 4276.160223588391, 1090.7274202196436, 1757.82193092916, 1158.480132154701]","[576, 3, 1, 588, 71]","[1104, 11, 67, 1241, 642]","[-23.799, -4.9999, 7.2, -11.2, 4.5]",['6NID']
1400,P58400,2,Receptors,Other_receptors,Other_receptors;Neurexin,"[186, 409]","[4801.634064579751, 2425.498799832425]","[1, 0]","[10, 4]","[-23.099, 45.6999]","['3B3Q', '5Z8Y']"
1401,Q9P2S2,4,Receptors,Other_receptors,Other_receptors;Neurexin,"[1263, 1164, 647, 409]","[1066.912984352598, 2043.8897341263457, 4699.02964851351, 1989.1823887225835]","[525, 0, 0, 9]","[1787, 0, 0, 73]","[16.2, -16.399, -24.999, 5.59999]",[]
1402,P58401,1,Receptors,Other_receptors,Other_receptors;Neurexin,[188],[4918.937255755345],[0],[0],[-25.399],['4NXR']
1403,Q9Y4C0,6,Receptors,Other_receptors,Other_receptors;Neurexin,"[1117, 604, 146, 213, 529, 362]","[1557.8422991611226, 2745.057919971603, 2607.14103285165, 840.1962659223142, 1121.47430387561, 662.0596236684578]","[31, 6, 69, 2, 254, 272]","[116, 13, 1638, 8, 1608, 1078]","[-24.899, 11.9, -7.9999, 14.2, -20.0, 8.3]",[]
1404,Q9HDB5,1,Receptors,Other_receptors,Other_receptors;Neurexin,[113],[3349.2980822545205],[127],[144],[-42.399],[]
1405,Q12908,1,Transporters,SLC,SLC;Other;SLC10,[76],[5167.218486721381],[1546],[3564],[163.4],[]
1406,Q96EP9,0,Transporters,SLC,SLC;Other;SLC10,[],[],[],[],[],[]
1407,Q5PT55,1,Transporters,SLC,SLC;Other;SLC10,[307],[3594.435005610353],[439],[296],[87.1999],[]
1408,Q14973,0,Transporters,SLC,SLC;Other;SLC10,[],[],[],[],[],"['7FCI', '7PQG', '7PQQ', '7VAD', '7VAG', '7WSI', '7ZYI']"
1409,Q9Y2I2,4,Unmatched,Unmatched,Unmatched,"[485, 423, 380, 54]","[900.7390227173835, 1002.38913153373, 5179.557576682037, 1473.270043150068]","[10, 18, 1517, 12]","[160, 355, 1337, 26]","[4.69999, -13.3, -17.199, -5.4999]",['3ZYJ']
1410,Q96CW9,5,Unmatched,Unmatched,Unmatched,"[455, 434, 373, 22, 166]","[921.5334572020611, 900.1147766215867, 912.2081630086557, 2341.0302939491285, 2004.2853045165077]","[72, 53, 159, 13, 692]","[787, 669, 1292, 282, 1466]","[-9.1, -4.4408, 6.49999, -16.7, -3.0]","['3TBD', '3ZYG', '3ZYI']"
1411,P30989,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['2LYW', '6OS9', '6OSA', '6PWC', '6UP7', '7UL2']"
1412,O95665,1,Receptors,GPCR,GPCR;Rhodopsin,[135],[836.8078061423035],[8],[5],[18.5999],[]
1413,Q9P121,2,Unclassified,Unclassified,Unclassified,"[228, 109]","[814.7881505227258, 2638.6500436143197]","[98, 10]","[2194, 330]","[2.4, -9.2]",['6DLF']
1414,P04629,1,Receptors,Kinase,Kinase;neutrophin,[668],[4640.001643583696],[0],[0],[-7.6999],"['1HE7', '1SHC', '1WWA', '1WWW', '2IFG', '2N90', '4AOJ', '4CRP', '4F0I', '4GT5', '4PMM', '4PMP', '4PMS', '4PMT', '4YNE', '4YPS', '5H3Q', '5I8A', '5JFS', '5JFV', '5JFW', '5JFX', '5KMI', '5KMJ', '5KMK', '5KML', '5KMM', '5KMN', '5KMO', '5KVT', '5WR7', '6D1Y', '6D1Z', '6D20', '6D22', '6DKB', '6DKG', '6DKI', '6DKW', '6IQN', '6J5L', '6NPT', '6NSP', '6NSS', '6PL1', '6PL2', '6PL3', '6PL4', '6PMA', '6PMB', '6PMC', '6PME', '7N3T', '7VKM', '7VKN', '7VKO', '7XAF', '7XBI']"
1415,Q16620,2,Receptors,Kinase,Kinase;neutrophin,"[131, 676]","[1712.5669009032542, 5551.957509552704]","[199, 0]","[40, 0]","[-4.1, -20.6]","['1HCF', '1WWB', '2MFQ', '4ASZ', '4AT3', '4AT4', '4AT5', '5MO9']"
1416,Q16288,3,Receptors,Kinase,Kinase;neutrophin,"[697, 56, 577]","[3815.342880439055, 967.8963834520385, 1290.3157103842896]","[0, 48, 0]","[0, 129, 0]","[-7.5, 20.3, -8.2]","['1WWC', '3V5Q', '4YMJ', '6KZC', '6KZD']"
1417,Q9H208,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1418,P58181,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1419,Q9H209,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1420,Q9H207,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1421,Q8NH74,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1422,Q8NGE5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1423,Q8NH08,0,Unmatched,Unmatched,Unmatched,[],[],[],[],[],[]
1424,Q8NGE0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1425,Q8NH19,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1426,Q96KK4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1427,Q8NH80,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1428,Q8NGN7,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1429,Q8NGC3,1,Receptors,GPCR,GPCR;Olf,[207],[1061.9599338609107],[126],[273],[25.5999],[]
1430,Q8NGC4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1431,Q8NGN3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1432,Q8NH81,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1433,Q8NGN6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1434,Q8NGN5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1435,Q8NGN4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1436,Q9Y4A9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1437,O60403,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1438,O60404,1,Receptors,GPCR,GPCR;Olf,[224],[1145.7436889010087],[7],[28],[42.5],[]
1439,Q8NGA5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1440,Q8NGA6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1441,P30954,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1442,Q5JRS4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1443,P0C629,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1444,Q8NHC4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1445,Q8NGY7,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1446,Q8NGX5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1447,Q6IF99,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1448,Q8NGE3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1449,Q8NGQ4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1450,Q8NGX6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1451,Q8NGN2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1452,Q8NGX3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1453,Q8NGI7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1454,Q8NGF6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1455,Q8NGY0,1,Receptors,GPCR,GPCR;Olf,[238],[622.6838321906313],[1596],[1482],[22.9],[]
1456,Q8NGY1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1457,Q9GZK7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1458,Q8NGC1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1459,Q8NG94,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1460,Q8NH07,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1461,Q8NGC9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1462,Q8NGC7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1463,Q8NGC8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1464,B2RN74,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1465,Q8NGX0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1466,P58182,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1467,Q9UGF7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1468,Q8NGR1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1469,Q8NGS9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1470,Q8NGS6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1471,Q8NGS5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1472,Q8NGS8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1473,Q8NH95,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1474,Q8NGS7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1475,Q8NGT0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1476,Q8NGV5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1477,Q8NGS4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1478,Q8NGZ3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1479,Q8NG92,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1480,Q8NGT2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1481,Q96R54,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1482,Q8NHC5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1483,Q8NHC7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1484,A6ND48,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1485,Q9UGF5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1486,Q8NGZ2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1487,Q8NHC6,1,Receptors,GPCR,GPCR;PutativeOlfR,[239],[1116.528040775458],[97],[353],[-0.4],[]
1488,Q8NGT7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1489,Q96R47,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1490,A4D2G3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1491,Q8NHA4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1492,Q9H205,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1493,A6NM03,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1494,Q8NGZ0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1495,Q8NG84,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1496,Q8NGE2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1497,A6NND4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1498,Q8NGZ9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1499,Q8NH01,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1500,Q8NG77,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1501,Q8NH04,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1502,Q8NH02,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1503,Q8NG76,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1504,Q8NGX1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1505,Q8NGX2,1,Receptors,GPCR,GPCR;Olf,[18],[978.430996891604],[43],[356],[33.2],[]
1506,Q8NGL6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1507,Q8NH70,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1508,Q6IF82,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1509,A6NMZ5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1510,A6NHA9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1511,Q8NGB8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1512,Q8NGA8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1513,O95013,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1514,Q8NGJ7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1515,Q8NGJ6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1516,Q8NH64,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1517,Q9Y5P1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],['6LBG']
1518,Q9Y5P0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1519,Q9H339,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1520,Q9H340,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1521,Q8NGF3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1522,Q8TCB6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1523,Q9H255,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],['8F76']
1524,A6NGY5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1525,Q8NH61,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1526,Q8NGK1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1527,Q8NGK0,1,Receptors,GPCR,GPCR;Olf,[243],[1524.1184655776706],[411],[361],[26.9],[]
1528,Q8NH63,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1529,Q9H343,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1530,Q9H344,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1531,Q9H342,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1532,Q8NGJ5,1,Receptors,GPCR,GPCR;Olf,[240],[800.6224765371222],[424],[313],[22.0],[]
1533,Q9H341,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1534,Q8NH59,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1535,Q8NGJ8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1536,Q8NGJ9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1537,Q9H2C8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1538,Q9UKL2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1539,A6NMU1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1540,Q9H2C5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1541,Q96RD2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1542,Q8NGK2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1543,Q8NGF0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1544,Q9H346,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1545,Q8NGJ3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1546,Q8NGJ4,1,Receptors,GPCR,GPCR;Olf,[223],[1062.1829481542209],[769],[1532],[23.7],[]
1547,Q8NGH9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1548,Q8NH55,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1549,Q96RD3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1550,Q6IFG1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1551,Q8NGJ2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1552,Q8NGK6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1553,Q8NH67,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1554,Q8NH60,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1555,Q8NGK4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1556,Q8NGK3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1557,Q8NGH7,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1558,Q8NGH6,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1559,Q8NGK5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1560,Q8NH53,1,Receptors,GPCR,GPCR;Olf,[296],[1724.5656516597705],[545],[112],[46.3],[]
1561,Q8NGI0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1562,Q8NGI2,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1563,Q8NH56,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1564,Q8NH57,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1565,Q8NGF1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1566,Q6IF63,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1567,P0C646,1,Receptors,GPCR,GPCR;Olf,[221],[829.2784557492],[310],[1089],[4.59999],[]
1568,Q8NGH5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1569,Q8NH54,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1570,Q8NGH8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1571,P0C7T3,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1572,Q8NGI3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1573,Q8NGI1,0,Receptors,GPCR,GPCR;PutativeOlfR,[],[],[],[],[],[]
1574,Q8NH76,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1575,P0C628,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1576,Q9NZP5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1577,Q8NH90,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1578,Q8NH89,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
1579,P0C617,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1580,Q8NGI8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1581,Q8NGF4,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1582,Q8NGP9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1583,Q8N127,2,Receptors,GPCR,GPCR;Olf,"[82, 160]","[736.7905498039337, 1390.4685206278975]","[442, 972]","[3526, 1375]","[24.8, 29.5]",[]
1584,Q8NGC0,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1585,A6NHG9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1586,A6NDH6,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1587,A6NJZ3,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1588,A6NDL8,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1589,A6NIJ9,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1590,A6NCV1,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1591,A6NL08,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1592,A6NM76,1,Receptors,GPCR,GPCR;Olf,[219],[1046.5174545647371],[3371],[1057],[15.5],[]
1593,Q6IFN5,0,Receptors,GPCR,GPCR;Olf,[],[],[],[],[],[]
1594,Q15743,1,Receptors,GPCR,GPCR;Rhodopsin,[300],[1251.0186526482753],[0],[0],[21.6],[]
1595,P78380,4,Receptors,SCAR,SCAR;Class_E,"[207, 158, 130, 109]","[963.860406519538, 2489.8205823090075, 976.7820485994139, 960.2906264227921]","[38, 750, 2, 4]","[95, 2382, 20, 115]","[-6.0, 13.5999, 2.69999, 7.9]","['1YPO', '1YPQ', '1YPU', '1YXJ', '1YXK', '3VLG', '6TL7', '6TL9', '6TLA', '7R8U', '7W5D']"
1596,P23515,3,Unmatched,Unmatched,Unmatched,"[129, 122, 12]","[2199.477110295381, 1059.461979850362, 1717.251364615607]","[0, 11, 2]","[0, 43, 119]","[-49.2, -12.0, 48.0]",[]
1597,Q96PE5,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
1598,Q14982,1,Unclassified,Unclassified,Unclassified,[107],[3599.3494649330237],[9],[94],[12.8],['5UV6']
1599,Q9H1Y3,1,Receptors,GPCR,GPCR;Rhodopsin,[290],[901.9838303250002],[475],[717],[33.6],[]
1600,Q9UHM6,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
1601,Q6U736,1,Receptors,GPCR,GPCR;Rhodopsin,[304],[1385.1204439488422],[553],[1799],[27.7],[]
1602,P41143,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['4N6H', '4RWA', '4RWD', '6PT2', '6PT3', '8F7S']"
1603,P41145,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['4DJH', '6B73', '6VI4', '7T10', '7T11', '7UL2', '7UL5', '8F7W']"
1604,P35372,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['8EF5', '8EF6', '8EFB', '8EFL', '8EFO', '8EFQ', '8F7Q', '8F7R']"
1605,P41146,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['4EA3', '5DHG', '5DHH', '8F7X']"
1606,P03999,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
